Blog	groups	ashtray	stretching	sum	indians	adventure	rightly	cell	reviewing	tstyle	reverse	statements	chilling	existent	sleepy	fortunately	typically	settle	exit	lone	behave	compositions	bastards	canned	pagination	jacob	reflective	legit	eleven	exclusively	spending	rival	wings	license	norm	encourage	haircut	emerge	actors	beg	honored	closet	outfits	pr	collector	whore	teenagers	leisure	mob	ali	marry	hopeful	jobs	knocking	westerns	pleased	females	elliot	someday	cutting	ken	historic	harris	meditation	insane	chant	myth	challenge	passive	longing	curse	lenny	jewelry	ducks	supreme	joan	graduation	nigel	recordings	pedal	security	tale	butter	redhead	spice	oklahoma	html	ringing	combine	army	sentiments	funk	cuff	violence	orbit	producer	ariel	switched	snakes	careless	equation	arriving	larger	syd	trivia	sharp	quit	critic	benefits	norton	colbert	glen	industry	clue	appeared	rivers	shaking	recipe	expanded	undoubtedly	endings	dancer	sailing	viewed	jurado	drove	kil	sheen	cassettes	steam	twigs	rockabilly	pummeling	reminder	sensibility	practically	lame	grande	resulting	chatter	afghan	remembering	breathtaking	carl	alps	happiness	buying	carrie	careers	dual	bucks	origins	quintessential	infinite	andrews	sunny	tower	chapters	ipod	immortal	ma	historically	cinema	escaped	abuse	powered	eric	argue	lip	approaches	schools	cramps	ash	blogged	gentleman	caring	downs	cos	appropriate	attempting	accepting	mo	eliminate	polar	cornell	flash	christian	leaning	electricity	strongly	grief	polite	responsible	rebellion	fake	rides	implies	ha	melvins	remove	plethora	gained	bundle	mc	crashed	astronaut	celebrate	fists	patient	knowledge	pulled	wives	symphony	laundry	instinct	spiritualized	mister	allow	landed	minority	futuristic	catches	surprises	claimed	index	railroad	fictional	luke	importance	aquarium	daddy	neighbors	fourteen	dime	kim	sports	delay	loser	slower	kramer	gutter	grinding	pro	gods	vocabulary	movies	goal	mondays	birth	mould	partnership	skinny	upcoming	grandfather	delivering	groundbreaking	jacuzzi	skills	announcement	insanely	sprawling	lucas	discography	served	humming	ashley	idiots	crows	truckers	subsequently	amused	effortlessly	haze	additions	flourishes	mccarthy	heath	execution	formed	tons	analysis	winding	percentage	evokes	donuts	impress	outlet	zone	surviving	julian	complain	wheels	palace	edward	shaped	ratio	tones	ry	cred	trapped	puppets	simpson	insert	consume	zeppelin	virtue	eps	nostalgic	alaska	bend	swallowed	accidentally	hallelujah	russia	directed	misery	greg	bizarre	dean	exhausting	eccentric	formerly	clicks	accurate	crashes	mod	rarity	goodies	kenny	shannon	pros	categories	majority	audible	cosmic	euro	proven	product	remedy	elliott	problematic	amongst	slate	blew	expert	tribe	circus	vox	iris	ny	ye	crushed	cartoon	parties	university	hyper	sidewalk	jan	trials	promised	wisconsin	grape	victims	matched	graphic	booker	umbrella	eternal	junior	swamp	oil	drake	originality	apartment	potter	marianne	explosive	dum	lily	chromatics	magnet	disgusting	pockets	stanley	assured	oldham	illustrated	legend	ads	logo	continent	noir	respond	tribal	sites	barnes	delivery	impression	health	info	chairs	los	straw	directors	desk	simone	thin	cheaper	thrive	allen	maiden	elite	ab	combined	venue	jonny	nothings	emergency	axis	studied	necessity	bush	confirm	newest	walker	shades	windows	realistic	handy	mystic	correct	palmer	eden	sans	observed	coachella	gimmick	fashioned	traded	titus	ellis	couch	bean	bursts	labor	quietly	featured	tease	species	louise	guessed	reviewer	experimental	ms	overhead	breakdown	drifting	amy	finest	northwest	babes	lonesome	owls	korea	bow	swords	confidence	suzanne	observations	trumpet	pile	hating	reflects	websites	horribly	cheating	sufjan	intensity	advantage	engage	zombie	laced	moore	wears	tremendous	winners	songwriters	concise	temptation	entering	jefferson	casey	veteran	coincidentally	distorted	riding	worlds	germans	lang	manning
*Sixeyes: by Alan Williamson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
www.doginasweater.com Live Show Review Archive	15	2	1	5	1	0	0	1	2	0	1	1	0	0	3	1	7	0	2	0	0	0	3	0	0	0	0	1	6	5	7	0	3	0	4	1	2	0	2	1	0	0	12	0	0	0	5	1	0	0	2	1	1	4	0	9	9	0	1	2	0	1	0	0	10	0	1	0	1	0	0	0	0	0	1	0	0	0	32	13	1	0	0	6	0	0	0	10	4	3	0	7	2	0	0	1	0	1	17	0	2	1	14	2	2	0	2	0	3	0	2	1	4	2	12	0	13	3	3	1	1	4	1	0	4	11	4	3	4	1	0	4	2	5	1	1	1	0	2	4	4	4	0	0	2	3	8	0	0	2	11	0	0	0	0	8	1	0	2	0	0	0	0	1	2	5	21	11	0	0	0	2	6	0	22	0	1	0	2	0	0	0	0	1	0	2	1	2	0	4	0	0	3	0	9	1	0	3	6	1	0	0	0	4	0	0	4	1	1	10	6	0	0	0	1	9	0	0	2	1	2	0	3	3	0	0	0	3	0	3	8	3	2	0	4	2	5	1	2	1	2	1	5	6	2	6	0	1	0	4	0	1	3	1	4	5	4	20	2	4	0	0	1	2	0	1	2	0	0	4	1	0	2	1	0	1	0	0	5	21	0	1	1	0	0	0	2	2	0	0	4	2	1	1	2	5	1	0	0	1	1	1	4	0	2	0	6	1	10	0	0	2	0	0	1	0	16	1	1	0	0	7	0	3	0	0	1	2	2	1	1	0	3	2	1	1	3	2	1	2	1	8	2	8	5	1	3	1	0	0	0	0	0	15	0	6	4	0	2	0	3	1	1	3	1	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	1	0	6	0	1	0	0	0	2	0	2	7	18	0	1	9	1	1	0	1	0	5	1	2	0	1	0	0	14	58	0	0	1	0	0	0	1	1	20	42	2	3	0	1	0	2	1	0	3	0	1	1	0	1	0	0	9	0	5	1	1	17	0	0	0	4	0	3	2	0	1	0	3	7	3	1	0	0	0	4	2	0	1	2	9	14	0	0	0	0	0	1	2	2	0	1	3	8	2	1	0	2	2	0	1	1	4	0	1	4	3	1	0	0	2
THE HUB	0	0	0	0	1	2	0	0	0	4	1	0	0	0	1	0	2	0	0	0	0	0	0	2	2	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	3	0	3	1	0	0	2	0	0	0	0	0	1	0	1	0	5	2	1	2	0	2	0	0	0	0	0	2	0	0	4	0	0	3	0	0	0	2	0	2	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	3	7	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	3	0	1	1	2	0	0	0	0	1	0	1	2	2	1	0	2	1	0	0	0	2	2	1	0	0	0	0	0	0	0	2	0	0	7	0	1	4	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	3	2	0	0	2	0	0	0	0	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	1	0	2	1	0	0	1	0	1	0	0	1	3	1	1	0	3	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	2	0	1	2	2	1	0	0	0	1	0	0	0	1	0	2	0	3	0	0	2	3	3	0	2	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	6	3	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	2	1	3	1	0	0	2	1	0	1	3	0	1	0	0	3	0	0	2	0	4	4	13	0	1	0	0	0	0	4	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0
Becky Sharp Fashion Blog	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	7	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	2	0	0	5	0	1	0	0	1	0	0	0	3	2	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	1	0	0	1	8	0	0	0	0	0	0	0	2	2	1	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	1	2	0	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	5	2	0	1	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	2	1	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	1	0	0	1	0	0	0	0	2	0	2	1	2	2	1	0	2	0	0	0	1	0	1	1	3	0	0	0	0	1	0	0	3	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	4	0	0	3	1	0	1	2	0	4	1	0	0	0	0	0	0	9	0	0	0	0	0	1	1	1	0	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0
Stonehill Sketchbook	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lost in the Shuffle	0	0	0	2	0	3	0	2	0	2	2	0	0	0	1	0	0	1	4	2	0	0	1	2	1	0	0	0	0	0	1	0	5	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	10	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	2	16	1	0	0	0	2	1	0	2	0	0	0	0	1	4	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	3	0	1	0	1	0	0	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	2	2	0	0	1	1	0	28	0	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	1	1	0	2	0	32	0	0	0	0	1	0	0	1	3	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	2	0	1	0	0	4	1	0	2	2	0	0	1	0	10	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	6	0	3	3	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	11	0	1	1	0	1	7	1	0	1	0	1	0	0	0	0	0	0	0	0	9	0	0	0	1	0	1	1	1	9	0	2	0	0	1	1	1	0	12	1	2	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	2	10	0	0	1	0	1	0	0	3	1	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	4	0	0	2	0	3	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1	7	0	0	0	2	2	0	0	2	0	0	0	1	0	0	0	0	0	0	25	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
F-Measure	2	0	0	1	0	0	0	3	8	0	1	1	1	1	1	13	6	2	1	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	1	0	9	0	1	0	2	0	0	2	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	2	0	3	2	0	0	0	2	0	0	25	1	0	0	0	0	0	1	0	0	4	1	0	9	0	5	0	20	0	1	0	1	0	0	8	1	2	6	0	3	1	2	2	1	1	0	22	4	0	0	1	0	0	3	0	2	0	4	0	0	0	5	0	3	0	1	1	0	0	0	5	1	0	1	0	2	0	0	2	0	2	0	0	2	1	2	1	2	4	0	4	0	2	1	1	1	2	1	4	4	8	0	0	0	0	2	0	0	0	0	12	2	0	8	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	2	0	2	1	0	1	8	3	0	2	2	0	2	0	1	0	3	0	0	1	1	0	1	2	3	4	0	2	0	0	2	18	2	1	0	3	1	0	1	2	0	0	5	1	0	1	6	0	0	4	1	0	0	0	2	0	0	3	0	20	1	0	0	0	0	0	1	0	1	0	3	0	0	0	1	12	4	0	0	1	2	0	0	0	1	1	0	1	6	1	0	1	1	0	0	2	2	0	0	2	0	0	1	14	6	0	0	0	0	0	2	1	2	2	2	2	1	0	2	2	1	0	0	2	0	3	1	4	2	2	0	0	0	1	5	0	2	0	2	0	2	5	0	3	0	3	3	0	1	1	0	0	0	0	5	0	5	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	5	0	0	0	6	0	2	0	0	0	0	1	4	1	4	0	1	0	1	0	1	3	0	6	0	0	1	18	0	0	7	10	0	0	1	0	0	0	16	0	0	1	1	0	0	0	1	0	8	0	1	1	0	2	0	0	0	0	0	0	1	2	1	42	0	0	0	0	0	5	0	0	1	0	2	5	0	0	3	0	1	6	0	1	0	1	0	1	1	4	0	0	3	0	1	0	1	2	0	5	0	0	1	3	0	2	0	0	2	1	2	3	3	0	0	6	0
Our Podcast Could Be Your Life	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
If You Give a Girl a Camera...	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pithy Title Here	12	0	1	5	0	2	0	12	1	4	3	5	0	0	0	13	0	4	2	1	2	0	0	0	2	0	1	4	0	1	13	2	1	2	1	2	0	0	0	1	1	1	0	9	1	0	0	0	1	0	2	1	10	3	0	8	0	0	5	5	0	0	3	0	8	2	1	17	0	0	0	0	1	0	2	0	3	0	0	2	30	2	1	0	2	0	0	3	2	6	0	0	0	15	0	3	0	1	0	0	0	0	11	0	0	1	1	5	5	0	0	1	17	0	5	1	0	2	1	1	0	0	0	3	0	6	0	0	0	1	1	0	0	1	0	0	1	2	1	0	0	0	2	0	0	2	8	0	1	0	1	0	0	2	0	1	3	0	11	0	0	0	0	1	0	1	1	10	3	1	14	0	0	6	0	1	0	0	1	2	3	1	4	2	1	1	3	1	2	1	1	3	1	0	3	3	1	0	0	3	0	5	0	0	2	0	10	0	4	0	4	0	1	9	0	0	0	10	3	2	0	1	1	1	2	1	2	1	3	1	1	5	1	1	1	52	5	1	3	0	1	3	2	2	0	2	19	0	0	9	0	1	3	2	2	1	0	2	3	2	1	0	0	5	0	8	3	13	0	0	0	1	0	0	0	0	1	0	0	9	3	0	1	0	1	0	3	7	1	3	2	1	0	1	0	0	1	0	0	2	0	0	2	3	0	2	2	0	0	3	0	2	0	0	0	1	1	0	0	0	1	0	1	3	4	0	0	0	1	0	0	1	3	0	0	3	0	10	0	0	0	0	0	3	2	4	0	0	0	4	5	0	0	0	3	0	0	7	0	0	0	0	1	1	1	0	2	0	0	0	3	0	0	10	4	0	1	14	6	0	0	1	1	0	0	0	1	2	16	3	0	0	1	2	5	0	6	1	8	2	0	10	0	0	4	0	2	2	3	6	0	2	0	0	2	0	0	5	0	0	1	4	0	1	0	2	1	1	1	0	3	0	0	3	1	1	1	1	3	0	0	6	0	0	5	3	6	0	1	0	0	1	1	5	4	2	0	1	0	7	0	0	0	2	2	0	1	0	6	0	2	2	1	0	0	2	2	0	6	2	5	0	1	0	15	2	1	0	0	3	0	0	0	0	0	6	2	2	0	0
I/LOVE/TOTAL/DESTRUCTION	0	1	0	1	3	3	6	2	0	0	0	0	1	2	0	17	14	1	1	2	0	7	0	0	0	0	1	2	1	8	2	0	0	0	0	1	4	6	0	1	0	0	4	0	2	2	0	0	3	0	0	0	1	5	0	9	0	1	3	5	0	1	4	0	8	1	1	0	0	2	1	3	0	0	0	0	0	3	73	1	3	2	1	0	0	0	0	0	0	5	1	10	4	3	2	6	0	3	5	0	0	0	1	3	0	6	1	0	2	0	0	0	15	3	38	0	2	0	7	9	0	1	2	5	0	0	0	0	11	2	0	0	2	2	1	1	0	0	3	1	0	3	3	0	0	1	3	0	3	2	0	2	0	2	0	0	2	0	1	0	3	0	3	1	1	1	11	0	3	0	1	1	1	0	0	0	1	6	1	9	0	5	0	0	0	5	3	1	1	0	2	0	8	1	0	0	2	2	0	0	4	1	0	2	1	1	0	0	0	6	3	0	0	0	1	0	0	0	3	0	0	0	1	2	2	0	0	2	4	3	0	0	1	0	14	2	2	2	0	4	1	3	1	1	1	1	0	1	1	2	0	0	0	0	0	2	0	3	1	0	2	0	4	4	0	1	1	0	0	20	1	2	0	2	0	4	0	0	34	1	0	1	1	0	0	1	2	2	0	4	1	1	5	1	0	4	6	0	0	0	0	0	3	0	0	5	10	1	1	2	0	0	0	1	3	1	4	5	0	2	9	4	0	0	0	1	2	0	1	0	1	0	9	2	1	0	0	4	0	0	0	16	2	1	0	0	1	2	0	1	0	0	0	3	6	0	1	1	0	6	0	0	0	0	2	1	0	2	0	1	2	0	0	1	1	0	1	0	0	0	2	0	0	5	3	7	2	3	0	4	0	3	0	1	2	0	0	7	4	13	3	1	0	1	4	0	2	0	0	4	1	0	0	4	5	0	0	6	0	5	1	0	4	0	9	3	2	0	1	2	0	0	2	5	2	0	0	3	1	2	0	1	0	0	0	14	4	1	0	0	1	0	20	5	0	1	2	0	41	0	0	1	0	0	2	1	1	0	0	1	0	0	1	0	4	0	0	2	0	3	0	0	12	2	5	0	2	2	0	1	1	1	2	2	2	3	5	1	0	2
Spinitron Blog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
